SK_ID_CURR,FLAG_OWN_CAR,AMT_CREDIT,AMT_ANNUITY,AMT_GOODS_PRICE,DAYS_BIRTH,DAYS_EMPLOYED,DAYS_REGISTRATION,DAYS_ID_PUBLISH,OWN_CAR_AGE,FLAG_WORK_PHONE,REGION_RATING_CLIENT,REGION_RATING_CLIENT_W_CITY,REG_CITY_NOT_LIVE_CITY,REG_CITY_NOT_WORK_CITY,LIVE_CITY_NOT_WORK_CITY,EXT_SOURCE_1,EXT_SOURCE_2,EXT_SOURCE_3,BASEMENTAREA_AVG,YEARS_BEGINEXPLUATATION_AVG,YEARS_BUILD_AVG,ELEVATORS_AVG,ENTRANCES_AVG,FLOORSMAX_AVG,LIVINGAPARTMENTS_AVG,LIVINGAREA_AVG,BASEMENTAREA_MODE,YEARS_BEGINEXPLUATATION_MODE,YEARS_BUILD_MODE,LIVINGAPARTMENTS_MODE,LIVINGAREA_MODE,NONLIVINGAPARTMENTS_MODE,NONLIVINGAREA_MODE,APARTMENTS_MEDI,BASEMENTAREA_MEDI,YEARS_BEGINEXPLUATATION_MEDI,LANDAREA_MEDI,LIVINGAPARTMENTS_MEDI,LIVINGAREA_MEDI,TOTALAREA_MODE,OBS_30_CNT_SOCIAL_CIRCLE,DEF_30_CNT_SOCIAL_CIRCLE,DEF_60_CNT_SOCIAL_CIRCLE,DAYS_LAST_PHONE_CHANGE,FLAG_DOCUMENT_2,FLAG_DOCUMENT_3,AMT_REQ_CREDIT_BUREAU_QRT,AMT_REQ_CREDIT_BUREAU_YEAR,ECHEANCE,INCOME_CREDIT_PERC,DAYS_EMPLOYED_PERC,INCOME_PER_PERSON,ANNUITY_INCOME_PERC,PREVIOUS_LOANS_COUNT,PREV_BUR_MEAN_DAYS_CREDIT,PREV_BUR_MEAN_CREDIT_DAY_OVERDUE,PREV_BUR_MEAN_DAYS_CREDIT_ENDDATE,PREV_BUR_MEAN_DAYS_ENDDATE_FACT,PREV_BUR_MEAN_AMT_CREDIT_MAX_OVERDUE,PREV_BUR_MEAN_AMT_CREDIT_SUM,PREV_BUR_MEAN_AMT_CREDIT_SUM_DEBT,PREV_BUR_MEAN_AMT_CREDIT_SUM_LIMIT,PREV_BUR_MEAN_AMT_CREDIT_SUM_OVERDUE,PREV_BUR_MEAN_DAYS_CREDIT_UPDATE,PREV_BUR_MEAN_MONTHS_BALANCE_MEAN,PREVIOUS_APPLICATION_COUNT,PREV_APPL_MEAN_AMT_ANNUITY,PREV_APPL_MEAN_AMT_APPLICATION,PREV_APPL_MEAN_AMT_CREDIT,PREV_APPL_MEAN_AMT_DOWN_PAYMENT,PREV_APPL_MEAN_AMT_GOODS_PRICE,PREV_APPL_MEAN_HOUR_APPR_PROCESS_START,PREV_APPL_MEAN_RATE_DOWN_PAYMENT,PREV_APPL_MEAN_RATE_INTEREST_PRIMARY,PREV_APPL_MEAN_DAYS_DECISION,PREV_APPL_MEAN_SELLERPLACE_AREA,PREV_APPL_MEAN_CNT_PAYMENT,PREV_APPL_MEAN_DAYS_FIRST_DRAWING,PREV_APPL_MEAN_DAYS_FIRST_DUE,PREV_APPL_MEAN_DAYS_LAST_DUE_1ST_VERSION,PREV_APPL_MEAN_DAYS_LAST_DUE,PREV_APPL_MEAN_DAYS_TERMINATION,PREV_APPL_MEAN_NFLAG_INSURED_ON_APPROVAL,PREV_APPL_MEAN_CARD_MEAN_MONTHS_BALANCE,PREV_APPL_MEAN_CARD_MEAN_AMT_BALANCE,PREV_APPL_MEAN_CARD_MEAN_AMT_CREDIT_LIMIT_ACTUAL,PREV_APPL_MEAN_CARD_MEAN_AMT_DRAWINGS_ATM_CURRENT,PREV_APPL_MEAN_CARD_MEAN_AMT_DRAWINGS_CURRENT,PREV_APPL_MEAN_CARD_MEAN_AMT_DRAWINGS_OTHER_CURRENT,PREV_APPL_MEAN_CARD_MEAN_AMT_DRAWINGS_POS_CURRENT,PREV_APPL_MEAN_CARD_MEAN_AMT_INST_MIN_REGULARITY,PREV_APPL_MEAN_CARD_MEAN_AMT_PAYMENT_CURRENT,PREV_APPL_MEAN_CARD_MEAN_AMT_PAYMENT_TOTAL_CURRENT,PREV_APPL_MEAN_CARD_MEAN_AMT_RECEIVABLE_PRINCIPAL,PREV_APPL_MEAN_CARD_MEAN_AMT_RECIVABLE,PREV_APPL_MEAN_CARD_MEAN_CNT_DRAWINGS_ATM_CURRENT,PREV_APPL_MEAN_CARD_MEAN_CNT_DRAWINGS_CURRENT,PREV_APPL_MEAN_CARD_MEAN_CNT_DRAWINGS_OTHER_CURRENT,PREV_APPL_MEAN_CARD_MEAN_CNT_DRAWINGS_POS_CURRENT,PREV_APPL_MEAN_CARD_MEAN_SK_DPD,PREV_APPL_MEAN_CARD_MEAN_SK_DPD_DEF,PREV_APPL_MEAN_INSTALL_MEAN_NUM_INSTALMENT_VERSION,PREV_APPL_MEAN_INSTALL_MEAN_NUM_INSTALMENT_NUMBER,PREV_APPL_MEAN_INSTALL_MEAN_DAYS_INSTALMENT,PREV_APPL_MEAN_INSTALL_MEAN_DAYS_ENTRY_PAYMENT,PREV_APPL_MEAN_INSTALL_MEAN_AMT_INSTALMENT,PREV_APPL_MEAN_INSTALL_MEAN_AMT_PAYMENT,CODE_GENDER_F,CODE_GENDER_M,NAME_TYPE_SUITE_Children,NAME_TYPE_SUITE_Other_B,NAME_TYPE_SUITE_Unaccompanied,NAME_INCOME_TYPE_Stateservant,NAME_INCOME_TYPE_Unemployed,NAME_INCOME_TYPE_Working,NAME_EDUCATION_TYPE_Highereducation,NAME_EDUCATION_TYPE_Secondarysecondaryspecial,NAME_FAMILY_STATUS_Married,NAME_FAMILY_STATUS_Singlenotmarried,NAME_HOUSING_TYPE_Withparents,OCCUPATION_TYPE_Cleaningstaff,OCCUPATION_TYPE_Corestaff,OCCUPATION_TYPE_Drivers,OCCUPATION_TYPE_Laborers,OCCUPATION_TYPE_LowskillLaborers,OCCUPATION_TYPE_Privateservicestaff,OCCUPATION_TYPE_Realtyagents,OCCUPATION_TYPE_Salesstaff,OCCUPATION_TYPE_Secretaries,OCCUPATION_TYPE_Securitystaff,OCCUPATION_TYPE_Waitersbarmenstaff,WEEKDAY_APPR_PROCESS_START_SATURDAY,WEEKDAY_APPR_PROCESS_START_THURSDAY,ORGANIZATION_TYPE_BusinessEntityType3,ORGANIZATION_TYPE_Construction,ORGANIZATION_TYPE_Industrytype1,ORGANIZATION_TYPE_Industrytype3,ORGANIZATION_TYPE_Restaurant,ORGANIZATION_TYPE_Selfemployed,ORGANIZATION_TYPE_Tradetype2,ORGANIZATION_TYPE_Tradetype7,ORGANIZATION_TYPE_Transporttype3,FONDKAPREMONT_MODE_regoperaccount,HOUSETYPE_MODE_blockofflats,HOUSETYPE_MODE_specifichousing,WALLSMATERIAL_MODE_Panel,EMERGENCYSTATE_MODE_No
121238,0.0,0.7680701754385965,-0.0174302788844621,0.7346938775510204,0.3048562388223965,-0.4050355774493706,0.7269403053295548,0.2365257851880574,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,-1.511548175050756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.5817901234567902,0.0,0.0,0.0,-0.5,1.542090060002596,0.915509724185313,0.4706728572156582,2.9885057471264367,-1.0264329264264709,0.0,0.6060376271109327,0.0,1.0461008281918738,1.6644651374063142,0.0,3.945130466724705,4.45161484225993,51010.89750000001,0.0,0.8469534050179212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
317288,1.0,0.3833082706766917,-0.0928784860557769,0.6122448979591837,0.2893107717705324,0.6721401204159825,-0.5537983362281744,-0.5494377665761924,-8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.3703939141335913,-1.0355538578727992,-0.7507718155613484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7916666666666666,0.0,0.0,0.0,1.0,0.9578870235976984,-0.4767409799936073,-0.7173422496093368,0.6436781609195402,0.3121009466542553,0.75,-0.8687904271533975,0.0,-0.5794262210470315,-0.9028753122870772,3931.4925,2.834998492324694,0.3885201017012279,0.0,0.0,-0.8648745519713262,0.0,-0.75,-0.7868943644712775,-0.6427603529761708,-0.6571582907050906,0.1538461538461538,-0.6292783806412933,-0.222972972972973,0.8481171453381409,0.0,-1.3610223642172523,-0.0136068884872966,-0.4444444444444444,0.0,-1.041153043808079,-0.0330236445647894,-0.012133228245959,-0.3608700728913694,-0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2538876674739044,-0.2303498409813721,-1.0991304347826087,-1.0985808848162146,-0.6431784926331998,-0.6392804089298808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0,-1.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
378662,1.0,0.0584962406015037,0.0961155378486055,0.0,-0.0557160544779199,-0.1209633278598795,0.6779413109059329,0.954633578906553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7699348088996678,1.2657368801407831,-0.0763,-3.000000000000444,-0.0544,0.02,-0.0171999999999999,0.0312,-0.0218,-0.0176999999999999,-0.0746,-6.799999999999378,-0.0523,-0.0183,-0.0390999999999999,0.0117,0.0482,-0.0182,-0.0758,-7.000000000000888,-0.0487,-0.0214,-0.0217999999999999,-4.606060606060609,0.0,0.0,0.0,0.5702160493827161,0.0,0.0,0.0,-0.5,0.0400036812492937,1.7221505409048992,-0.0248028664159287,1.1494252873563218,-0.9068428440636256,-0.25,-0.2682125984849058,0.0,0.1956756155855705,-0.7862275721099252,981.0,20.299884240202864,7.211815982791649,0.0,0.0,-0.8283154121863799,0.0,0.25,0.5561636793138628,0.0824933073338401,-0.0126387858435185,1.3046153846153845,1.0215582850889828,-0.877027027027027,0.3074863222216895,0.0,0.9614787768142402,-0.1802912724566812,2.0,0.0,0.5712118338706619,0.0051972452665971,-0.0005399818369745,-0.3511524001092944,-0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7927643422129536,-0.2303498409813721,0.7491304347826087,0.7513048623405437,0.203534989978476,0.7209656371198128,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
300352,1.0,0.0804594820384294,0.0657370517928286,-0.1326530612244898,0.8193699270876325,0.7947454844006568,-0.0129810768808849,0.3024428072896472,-5.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2413142944686229,-1.3648657313708754,-1.700292769320059,-0.0763,2.000000000000222,0.0068,0.0,0.0345,0.0,0.0,0.0083,-0.0746,1.999999999999778,0.0064999999999999,0.0055,0.0132,0.0,0.0148,0.0073,-0.0758,2.000000000000222,-0.0269,0.0008999999999999,0.0094,-1.1212121212121209,2.0,1.0,1.0,0.5841049382716049,0.0,-1.0,0.0,1.0,0.1169650884714578,0.3242035507250126,-0.8051270976440272,0.5747126436781609,-0.4101648141917884,1.25,0.2013806212542878,0.0,2.9468289700405763,-0.2011719282307517,2947.545,-0.3306240847452907,0.0746435208473317,0.0,0.0,0.0032258064516129,0.0,1.5,-0.0612258923120967,0.0408834413760216,-0.0933363270725136,1.2978363076923076,-0.1124368325910622,1.114864864864865,0.3639900903300908,0.0,-0.6295755362848015,4.75084511533964,-0.0555555555555555,0.0,-0.575113109913034,-0.0200678322016453,0.4188494179221764,0.0006563742864809,0.1714285714285713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2538876674739044,0.2819094140485488,-0.5020594175645327,-0.4948101661544588,-0.1584062017351788,-0.2275162304898304,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
120765,1.0,-0.4521136173767752,-0.4681274900398406,-0.4081632653061224,0.364699408446829,0.3442802408319649,0.2042234207880062,1.250872431174874,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0994641728638418,-0.9942790279740332,0.0,-0.0763,-12.800000000001557,-0.0951999999999999,0.0,0.0,0.0,0.0,-0.0037999999999999,-0.0746,-12.799999999998713,-0.0915,0.0,0.0006,0.0,-0.0011,-0.0031,-0.0758,-12.800000000001557,-0.0020999999999999,0.0,-0.0029,-4.000000000000004,0.0,0.0,0.0,-0.4552469135802469,0.0,-1.0,0.0,0.0,-0.3116678189479411,2.853016337985433,-0.333896592466512,0.4597701149425287,-0.9680963008836196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.9573770540868428,2.0671989323210527,1.655914695788373,4.349333333333333,2.5372191526770247,-0.916666666666667,1.3580688646659476,0.0,0.522706526700137,8.363417313348217,1.0,0.0,-0.0750995638156647,-0.0089273256014754,-0.0042053130940141,-0.3542269180516458,0.0999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2538876674739044,0.3189459336665152,0.0756521739130434,0.0823003612175947,-0.2700611253416444,-0.2450073688179674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
326391,1.0,-0.5685045948203843,-0.8849601593625498,-0.6836734693877551,0.3003164121612326,0.3743842364532019,-0.571167382758936,0.983714618069019,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.2687895649476144,-0.8715992850583524,0.0829,9.000000000000888,0.0544,0.28,0.1035,0.1666,0.1329,0.0543999999999999,0.0906,8.99999999999889,0.0523,0.1506,0.0612,0.0078,0.0049,0.1737999999999999,0.0834,9.000000000000888,-0.0487,0.136,0.0564,30.33333333333336,0.0,0.0,0.0,0.5841049382716049,0.0,0.0,0.0,0.0,0.28441832982341,1.5036929884609502,-0.3888444426170778,1.264367816091954,-0.9298441421348068,1.5,-0.2935324137617253,0.0,-0.2936940692568506,0.6126108821907141,966.0,-0.0933013955911903,-0.0848047469546303,4288.96125,0.0,0.090179211469534,0.0,0.25,0.3330570204181852,-0.5116020377811038,0.5957085399664181,0.1538461538461538,-0.4586506145257645,0.014864864864865,0.8311496612303594,0.0,-0.7095390232770425,-0.2449239927713405,0.1111111111111111,-91431.25,-0.4588469561919212,2.2570280930309665,0.739597168095255,0.2698916457916114,1.1,1.5,-15290.6240625,560221.1538461539,-2029.0178571428569,2225.549382763976,0.0,1725.9314564732144,-741.1257061116701,-3171.0131538461555,2449.991856952888,-14313.762482142853,-15026.330000000002,-0.2046703296703296,1.5436827956989247,0.0,1.5511363636363638,0.0,0.0,2.4024120534718247,0.1036574284416175,-0.4254130434782609,-0.4262022298432221,0.313680080432102,0.3922392696400307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
327588,1.0,-0.5941353383458646,-0.5249003984063745,-0.5816326530612245,-0.3436511211996148,-1.0153256704980842,-0.0992778133284578,0.5715393563396666,9.0,0.0,1.0,1.0,0.0,0.0,0.0,-0.1138044784983222,-1.413603214354998,0.0,0.0,-29.80000000000333,0.0,0.0,0.0,0.0,0.0,-0.064,0.0,-29.799999999996714,0.0,0.0,-0.0622,0.0,0.0,0.0,0.0,-29.80000000000333,0.0,0.0,-0.0643,-17.909090909090924,4.5,1.0,0.0,-0.7037037037037037,0.0,0.0,0.0,0.0,-0.6485538955192667,1.2978657619921343,0.5972620034326247,-0.1149425287356321,-0.4255656833351012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.25,0.5198491172625428,0.409776083484258,0.3432674174750145,0.850523076923077,1.5699556214694872,-1.0099364069952306,1.7369522835330338,0.0,0.3122667597390393,-0.1518768876743851,1.4027777777777777,-73521.40000000002,-0.857728048549213,1.802897029060089,-0.009572405291822,0.1448030303609628,1.2000000000000002,-29.5,-9982.290721153848,-97759.6153846154,-5241.758241758242,-3731.133501851409,0.0,-1018.0110435267856,-702.2282101701117,-9841.545000000002,-2824.062157470189,-9639.0507032967,-9681.017403846156,-0.304029304029304,-0.2431761786600496,0.0,-0.1363636363636363,0.2179487179487179,0.2179487179487179,0.7001694310140751,2.2954442195696174,-0.5911740118577076,-0.5893123858412341,1.9357913542129448,1.964324243455968,-1.0,1.0,0.0,0.0,-1.0,0.0,0.0,-1.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.0
196465,1.0,-0.1135171261487051,0.3020418326693227,-0.173469387755102,-0.097950199477232,0.5166940339354132,-0.8534600969009964,1.25979061651803,2.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0082624302605288,0.2581126007250631,0.6891120707393698,0.0,-9.800000000001113,0.0,0.0,0.0,0.0,0.0,-0.0210999999999999,0.0,-9.799999999998937,0.0,0.0,-0.0175,0.0,0.0,-0.0239,0.0,-9.800000000001113,-0.0127999999999999,0.0,-0.0204999999999999,-6.818181818181824,1.0,0.0,0.0,-1.6358024691358024,0.0,0.0,0.0,2.0,-0.4440447332249046,0.6336481564161016,-0.6195633657229875,0.5747126436781609,-0.2440804412712903,0.0,-1.3379349829002147,0.0,2.81223389472514,0.3497251873722462,9391.5,0.276802827259566,0.3623126417344525,0.0,0.0,0.6007168458781361,-22.375,0.75,1.4168930733811331,2.148818994828655,2.2850272132750944,0.5591794871794872,1.4811835346777416,-0.2654440154440153,-0.3017224353851713,0.0,-0.2337484514572601,0.0208962930340627,1.523809523809524,0.0,0.14706997913901,0.0078642527060351,0.7446963147603217,0.2739646957889006,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.80980431171594,0.3572962702903639,0.3350311644876861,0.3435131932221278,2.029146915891184,2.3422980582500754,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
265865,0.0,-0.6191979949874686,-0.8799800796812749,-0.6122448979591837,1.069060393451644,0.160919540229885,0.3312917085656824,1.0507948817371071,0.0,0.0,1.0,1.0,0.0,0.0,0.0,-0.3516070075509152,-0.7840757026164967,-1.5713963794950747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1697530864197531,0.0,-1.0,0.0,1.0,0.0,1.0568816851336684,0.4156301824271231,-0.2873563218390804,-0.724832572369929,-0.5,1.1697618162929488,0.0,0.2452003779667611,0.0,2668.23,-0.4888205801569159,-0.3521168991253264,0.0,0.0,0.7749103942652329,0.0,-0.5,1.454141130936751,2.6041293868243005,2.1606987126921524,-0.4615384615384615,1.825402746183018,-0.668918918918919,-0.6152759901800141,0.0,0.5162026471930626,-0.0306154990964175,0.6666666666666666,0.0,0.5131803527403755,0.0084051143545924,1.4934752194698906,0.9020224857457956,-0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.126943833736953,-0.1594729668332576,0.6913043478260869,0.695982533481303,1.0869903575423854,1.0735853940456976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
208814,0.0,0.1326817042606516,0.0550298804780876,0.3061224489795918,-0.1238134543953776,-0.6551724137931034,0.0409543833988481,1.182628925940287,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1026860021869199,-1.540162768496434,-0.0573656229819735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.5771604938271605,0.0,0.0,0.0,0.0,0.2254206518396855,-0.6329728107446189,0.425216448100792,-0.1149425287356321,1.9324007211069536,0.25,-0.6832027784307627,0.0,-0.1442943694069257,1.108480581421758,585.0,-0.0848302669053703,-0.1683130798386155,64368.32625,0.0,0.3170609318996416,-5.899999999999999,-0.5,0.0640887872710187,0.2797558062124939,0.2721373996121155,-0.4615384615384615,0.068153065025853,-0.0743243243243243,-0.6152759901800141,0.0,-0.3115015974440895,-0.137769745933879,0.3333333333333333,0.0,-0.1758012516593969,-0.0088900247981266,-0.0041930407795374,-0.354196035616957,-0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2538876674739044,0.9249432076328944,0.0345652173913043,0.0427252936832481,-0.0745002337284207,-0.0855381554775075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
